F1,F2,type
182848,186575,MT3
182848,187604,MT3
182848,189054,MT3
182848,190728,MT3
182849,183312,MT3
182849,183368,MT3
182849,190809,MT3
182863,186832,MT3
182863,187579,MT3
182863,187702,MT3
182863,188961,MT3
182863,188962,MT3
182863,189054,MT3
182863,189576,MT3
182863,189577,MT3
182863,190877,MT3
182864,186936,MT3
182864,187580,MT3
182864,187703,MT3
182864,189576,MT3
182864,190744,MT3
182864,190878,MT3
182904,188633,MT3
182905,183898,MT3
182985,184196,MT3
182985,188623,MT3
182986,183358,MT3
182986,187429,MT3
183012,186249,MT3
183054,190815,MT3
183120,185141,MT3
183120,186012,MT3
183153,186064,MT3
183153,187205,MT3
183214,183502,MT3
183214,183702,MT3
183214,188272,MT3
183215,184061,MT3
183215,184176,MT3
183227,184672,MT3
183250,186479,MT3
183251,184673,MT3
183286,187603,MT3
183286,190304,MT3
183287,188505,MT3
183287,189510,MT3
183287,190304,MT3
183287,190423,MT3
183296,188918,MT3
183311,189940,MT3
183346,187837,MT3
183346,188072,MT3
183347,183622,MT3
183347,185901,MT3
183347,188073,MT3
183347,189063,MT3
183356,189388,MT3
183358,184359,MT3
183358,187164,MT3
183359,184505,MT3
183359,188324,MT3
183359,188325,MT3
183368,185142,MT3
183368,186011,MT3
183368,186012,MT3
183368,189014,MT3
183369,185142,MT3
183369,188506,MT3
183405,186064,MT3
183405,188896,MT3
183411,185430,MT3
183412,185714,MT3
183412,188623,MT3
183419,185055,MT3
183419,185073,MT3
183501,184594,MT3
183502,186136,MT3
183545,186250,MT3
183546,186249,MT3
183546,188882,MT3
183554,189577,MT3
183595,183703,MT3
183595,188730,MT3
183597,188731,MT3
183621,186801,MT3
183638,189781,MT3
183667,186813,MT3
183667,190866,MT3
183668,184505,MT3
183693,186069,MT3
183693,188918,MT3
183693,189458,MT3
183693,190304,MT3
183694,185580,MT3
183694,185825,MT3
183694,186013,MT3
183694,186251,MT3
183694,188163,MT3
183694,189457,MT3
183702,183978,MT3
183702,184594,MT3
183702,187070,MT3
183702,188329,MT3
183702,190378,MT3
183703,184593,MT3
183703,184752,MT3
183703,185151,MT3
183768,185342,MT3
183769,184525,MT3
183794,185825,MT3
183794,186250,MT3
183794,186574,MT3
183794,186937,MT3
183794,189576,MT3
183794,190424,MT3
183795,184278,MT3
183795,184877,MT3
183795,185029,MT3
183795,187579,MT3
183898,184667,MT3
183898,185305,MT3
183898,185306,MT3
183899,185306,MT3
183899,187887,MT3
183979,184176,MT3
184080,187603,MT3
184081,186316,MT3
184081,186317,MT3
184081,187066,MT3
184081,188646,MT3
184149,186124,MT3
184167,184506,MT3
184168,187164,MT3
184168,188623,MT3
184168,190704,MT3
184191,187580,MT3
184195,184895,MT3
184195,185420,MT3
184195,185713,MT3
184195,187887,MT3
184196,185926,MT3
184196,188387,MT3
184196,189054,MT3
184196,190703,MT3
184251,188842,MT3
184262,186415,MT3
184262,186416,MT3
184277,186014,MT3
184277,186125,MT3
184277,187579,MT3
184277,188917,MT3
184277,189387,MT3
184277,189564,MT3
184277,189565,MT3
184277,189602,MT3
184278,185580,MT3
184278,185669,MT3
184278,188506,MT3
184278,188962,MT3
184278,189387,MT3
184278,189603,MT3
184348,184440,MT3
184360,188235,MT3
184373,190155,MT3
184374,187066,MT3
184374,189939,MT3
184374,190154,MT3
184439,185256,MT3
184505,184894,MT3
184505,184895,MT3
184505,185791,MT3
184505,187163,MT3
184505,187688,MT3
184505,187887,MT3
184505,188234,MT3
184505,190423,MT3
184505,190866,MT3
184506,185420,MT3
184506,185925,MT3
184506,188622,MT3
184506,189054,MT3
184525,186069,MT3
184525,186249,MT3
184525,186832,MT3
184525,186936,MT3
184525,190441,MT3
184526,186124,MT3
184526,186125,MT3
184526,186942,MT3
184538,185255,MT3
184594,184753,MT3
184613,185902,MT3
184613,188073,MT3
184613,188161,MT3
184613,189777,MT3
184614,186801,MT3
184614,187838,MT3
184614,189063,MT3
184614,189468,MT3
184614,189777,MT3
184616,188387,MT3
184666,190597,MT3
184667,187429,MT3
184667,187430,MT3
184667,190598,MT3
184670,189064,MT3
184671,189777,MT3
184672,184946,MT3
184673,185464,MT3
184673,187873,MT3
210419,210420,MT3
210671,212489,MT3
210685,210686,MT3
210874,212001,MT3
16587,16588,MT3
184251,184252,VST3
184289,184290,VST3
210006,860578,T1
80861,520193,T1
853456,910688,T1
725500,911773,T1
30466,327249,T1
2402,403116,T1
244232,640608,T1
467550,892621,T1
157745,605828,T1
137600,431827,T1
202242,820539,T1
351289,357575,T1
92772,733072,T1
911774,3814208,T1
224200,574904,T1
242005,858382,T1
668660,934048,T1
202151,820539,T1
12845,20566,T1
314561,891390,T1
45375,206144,T1
286789,489466,T1
3501324,21492113,T1
75696,494138,T1
461629,691247,T1
53655,695789,T1
672106,908793,T1
2746,235426,T1
52962,92425,T1
778,13653,T1
234583,673502,T1
638963,746544,T1
259443,359836,T1
357576,725501,T1
477406,510801,T1
834053,843888,T1
7669915,16157867,T1
93125,213158,T1
286789,311166,T1
3768628,21488868,T1
120665,830613,T1
53722,748154,T1
162828,298517,T1
187827,193052,T1
162020,271833,T1
2745,361550,T1
128026,454857,T1
334117,631361,T1
2402,311166,T1
665895,679416,T1
12678589,22246375,T1
288978,303331,T1
250595,411630,T1
337754,808353,T1
241807,243530,T1
128736,403116,T1
203113,245665,T1
92552,567313,T1
274171,299622,T1
562437,636711,T1
563743,755766,T1
268806,892621,T1
333457,883584,T1
359835,821502,T1
18269744,19584877,T1
272355,778678,T1
314561,843064,T1
224087,913383,T1
202151,234583,T1
2401,292889,T1
10318446,14129929,T1
130757,636262,T1
92552,793635,T1
541801,789019,T1
259442,932291,T1
14024,550310,T1
12934,353067,T1
353068,853457,T1
615133,783855,T1
13476,234583,T1
193560,863588,T1
461258,689989,T1
3517430,10142186,T1
305886,822452,T1
6409829,16536090,T1
238319,292889,T1
487412,670344,T1
241850,334117,T1
235426,892627,T1
128736,694024,T1
145197,161760,T1
10656323,22046596,T1
223631,916271,T1
6061402,8612647,T1
2746,3814208,T1
330216,950938,T1
330216,811157,T1
230246,497856,T1
278545,339508,T1
131811,756962,T1
298517,689532,T1
18731109,22993367,T1
682345,820538,T1
357575,695350,T1
230246,725501,T1
114536,213158,T1
454280,473025,T1
207292,831611,T1
473025,497855,T1
813913,850680,T1
2745,745910,T1
906241,922376,T1
2025,484445,T1
461150,682345,T1
90593,255401,T1
497855,932291,T1
543096,935017,T1
113869,377531,T1
184741,339301,T1
63416,241850,T1
272355,941896,T1
116118,725500,T1
28333,63416,T1
2746,911774,T1
47337,370982,T1
157778,162828,T1
50947,334856,T1
147992,789018,T1
112491,280040,T1
120778,695351,T1
45375,189497,T1
292890,881839,T1
801887,820539,T1
111977,843063,T1
207271,487413,T1
661980,714206,T1
292890,520193,T1
28134,801168,T1
534739,792644,T1
13653,73358,T1
48082,201687,T1
9693856,18623182,T1
310182,480017,T1
9628804,15802070,T1
689531,695789,T1
159804,562437,T1
15042,47562,T1
262940,379677,T1
206478,339507,T1
299389,487413,T1
126366,305944,T1
574904,606037,T1
223631,258490,T1
134257,136576,T1
6319887,20806023,T1
756962,952242,T1
206397,772627,T1
279855,311166,T1
13902981,21870537,T1
28333,147992,T1
187827,454280,T1
755203,792644,T1
230700,481408,T1
9628804,23548679,T1
695350,821502,T1
152578,761857,T1
110285,288596,T1
253661,333433,T1
124387,259442,T1
238319,314560,T1
235426,357576,T1
244232,673501,T1
333433,892621,T1
272875,303331,T1
59199,63416,T1
134256,206143,T1
136068,314561,T1
44949,896284,T1
235426,314561,T1
520600,860578,T1
357575,370546,T1
661979,820538,T1
181591,952242,T1
359835,801886,T1
14321946,19214556,T1
160204,207270,T1
86484,281039,T1
2746,714206,T1
512226,820538,T1
160204,383564,T1
379080,3814208,T1
469341,812840,T1
7667,520600,T1
41540,368445,T1
369572,921317,T1
1458628,9693856,T1
311978,362411,T1
3768629,13028547,T1
778,484445,T1
738946,772627,T1
128026,469061,T1
137780,949221,T1
474316,646740,T1
645756,682785,T1
7286007,9049569,T1
177742,403115,T1
461150,512226,T1
4518934,19142737,T1
202150,910688,T1
335223,854262,T1
12934,518705,T1
473026,935195,T1
189778,282431,T1
300397,950938,T1
211684,238319,T1
13902981,16466520,T1
661,282431,T1
6244937,22246375,T1
518706,932292,T1
235425,259442,T1
91017,628819,T1
272355,520600,T1
86513,274171,T1
245664,946510,T1
230245,379079,T1
40044,949221,T1
718537,927501,T1
136068,725501,T1
296921,847422,T1
339301,536614,T1
536222,708766,T1
10346675,21251237,T1
44949,810724,T1
601526,922476,T1
512227,847423,T1
202241,661979,T1
45590,403115,T1
161760,274159,T1
124388,461151,T1
46352,343142,T1
41644,68956,T1
1421558,15571542,T1
157777,334117,T1
299389,947101,T1
114536,518989,T1
111978,892627,T1
796840,815595,T1
497855,741288,T1
10851,258490,T1
487412,748153,T1
21870536,22246374,T1
77140,653612,T1
149842,356561,T1
604392,615902,T1
16224017,18269744,T1
916273,928483,T1
75541,238834,T1
228925,662799,T1
333457,468058,T1
8778961,18269744,T1
120777,383564,T1
9639113,17561649,T1
245665,497856,T1
7132185,19584877,T1
350482,553082,T1
636262,840277,T1
160204,913382,T1
732594,939570,T1
640608,748153,T1
808353,871396,T1
6061402,16388707,T1
62362,704314,T1
361635,380998,T1
299388,345907,T1
665420,922376,T1
118127,415073,T1
12935,469341,T1
12935,241851,T1
335223,621362,T1
238319,563743,T1
694023,858381,T1
12232011,15461843,T1
21412,144359,T1
793635,811157,T1
177742,725500,T1
638430,922793,T1
268806,543096,T1
6409830,16536091,T1
10731,739813,T1
7289717,13728120,T1
97593,216273,T1
124387,801886,T1
59025,86424,T1
2672,437637,T1
136067,428049,T1
227071,230245,T1
2401,473025,T1
7533710,10848006,T1
19604083,20231243,T1
228925,839385,T1
497855,689531,T1
608747,679959,T1
242005,298517,T1
512227,910689,T1
120707,274159,T1
2672,200446,T1
13653,51334,T1
420619,679959,T1
468058,551003,T1
229228,396454,T1
53656,281392,T1
274159,555513,T1
469340,927500,T1
187827,670344,T1
44823,204078,T1
120777,202241,T1
162827,238319,T1
120730,849586,T1
718537,789019,T1
939305,3814208,T1
119556,478817,T1
910479,935195,T1
157778,250688,T1
211685,489466,T1
88047,339301,T1
165906,489465,T1
361255,889519,T1
5615645,6273554,T1
502010,507000,T1
6061402,11548510,T1
487412,932291,T1
843064,863588,T1
567476,916271,T1
2401,748153,T1
1017586,11803378,T1
764085,859157,T1
279855,801169,T1
259443,513246,T1
536035,937056,T1
2533570,6155833,T1
230245,518705,T1
10731,631361,T1
351290,353068,T1
858381,891389,T1
78966,370982,T1
636262,793635,T1
193053,299389,T1
330930,369572,T1
6244937,13783899,T1
116038,258490,T1
65493,351290,T1
258490,621362,T1
273486,495573,T1
431770,452268,T1
337754,656124,T1
136068,242005,T1
413562,746544,T1
137780,431295,T1
814473,820905,T1
136564,206144,T1
227072,512227,T1
541800,801168,T1
689532,725501,T1
652690,863588,T1
165906,177742,T1
338138,859719,T1
357576,541801,T1
66428,75696,T1
8778962,8793826,T1
241850,863587,T1
13121131,14876163,T1
259442,461150,T1
6973743,23239238,T1
189496,289774,T1
269877,368166,T1
13651217,17298383,T1
53656,821503,T1
157778,428050,T1
518706,3814208,T1
189963,305886,T1
55217,75696,T1
45091,55217,T1
4623012,6814854,T1
7237618,13121131,T1
238320,454857,T1
234583,881839,T1
207271,689532,T1
268806,604392,T1
13902981,19912848,T1
673501,821502,T1
387353,494962,T1
193559,932291,T1
210006,737699,T1
1669535,19922498,T1
157746,230246,T1
114536,355541,T1
15626460,21919199,T1
327942,477406,T1
18246,341245,T1
631361,939304,T1
238319,755766,T1
137780,755203,T1
365846,451276,T1
473797,604392,T1
305471,912096,T1
161844,346058,T1
210006,460892,T1
546906,646740,T1
351289,932291,T1
120777,932291,T1
529863,768940,T1
2402,718537,T1
207271,939305,T1
81287,621591,T1
98368,489386,T1
103831,201459,T1
65493,305472,T1
682785,888827,T1
63863,106595,T1
1421557,2461168,T1
202241,244232,T1
292889,695789,T1
44949,302513,T1
801395,896372,T1
9563,643933,T1
147667,187827,T1
359836,853457,T1
330930,889519,T1
368166,539536,T1
33845,746544,T1
7760801,17456566,T1
367770,12172484,T1
361255,691247,T1
881838,935808,T1
223631,665978,T1
137600,181591,T1
442381,665420,T1
103831,241807,T1
4518934,12614306,T1
136067,936423,T1
147992,311165,T1
536222,601908,T1
446510,507000,T1
278418,518989,T1
469341,714206,T1
670344,755766,T1
320979,736738,T1
652690,801169,T1
689532,695351,T1
335919,627810,T1
569812,665420,T1
574904,783855,T1
653371,737699,T1
2746,775735,T1
366208,403325,T1
98428,626580,T1
546906,892627,T1
274159,333433,T1
497856,910689,T1
624490,689689,T1
365522,472846,T1
709767,888827,T1
601908,793635,T1
520600,892621,T1
211685,891390,T1
278418,511952,T1
53656,165907,T1
13475,748153,T1
280020,754739,T1
234583,718537,T1
643933,860578,T1
335579,335711,T1
605828,881838,T1
1037736,1990444,T1
181591,649639,T1
298517,939305,T1
480017,935017,T1
165907,224087,T1
224086,820538,T1
162828,695351,T1
298516,314560,T1
128983,615133,T1
831650,4518934,T1
241851,820539,T1
52962,656124,T1
73358,431770,T1
350482,488614,T1
100791,520600,T1
46272,414753,T1
337754,539536,T1
403116,776780,T1
367770,6814854,T1
8179867,11803378,T1
203113,241851,T1
454281,843064,T1
10287987,14317426,T1
312515,322634,T1
576881,649158,T1
44949,79355,T1
3532296,16966539,T1
10287986,16466520,T2
131724,131725,T2
2532321,22246375,T2
3768628,14183084,T2
2474379,23414974,T2
14183083,18269745,T2
9592646,18600879,T2
19142737,21488868,T2
1896089,10131427,T2
15431560,16511009,T2
6061403,11548510,T2
3608108,17815062,T2
1753732,1753733,T2
14785308,17808515,T2
411630,18731110,T2
4471000,17456566,T2
7760801,12172484,T2
6814854,13783899,T2
4623013,11319479,T2
3768628,6814855,T2
411630,18269745,T2
1966263,2461168,T2
12678588,18623183,T2
8793826,14317425,T2
9693857,13783898,T2
4223265,4938100,T2
2711644,8793826,T2
7760800,8793826,T2
4223265,10793696,T2
18269744,21488869,T2
7132185,18731110,T2
8625346,14183084,T2
250595,12614306,T2
2165942,2165944,T2
7132186,16388707,T2
8921716,21827619,T2
8612648,14183083,T2
3768629,14183083,T2
4623012,19912848,T2
6814854,19912848,T2
831649,16388708,T2
11319480,13028546,T2
250595,4471001,T2
6061402,16388708,T2
6244936,16388708,T2
4623012,15571542,T2
14502142,23069799,T2
16224017,16466520,T2
411631,831649,T2
18269745,18623182,T2
1421558,11548510,T2
9088423,18731109,T2
10840001,14787145,T2
367771,16224017,T2
32326,32327,T2
9219797,9219798,T2
17456566,18269744,T2
7760801,19912847,T2
18471152,22810500,T2
16388708,18731109,T2
9415194,21827619,T2
16351775,16466520,T2
1458629,22993367,T2
6659731,17856104,T2
4518933,7760801,T2
411630,19584878,T2
4623012,8612648,T2
831650,18623182,T2
1458628,12678589,T2
1715797,2874199,T2
4471000,13902981,T2
8612648,8625346,T2
13902980,18731110,T2
2711645,18623182,T2
17456565,18623183,T2
6814854,16351776,T2
411631,19584877,T2
411631,10287986,T2
15461843,20544327,T2
250596,4623012,T2
12172484,12614306,T2
411631,14317425,T2
4471000,8778962,T2
16388708,19584877,T2
154177,216273,T2
8385785,17815062,T2
4623013,21488868,T2
17456565,22993368,T2
10899860,23658098,T2
6814854,17456566,T2
14317425,16466520,T2
12678588,16466520,T2
17456566,21870536,T2
22246374,22246375,T2
13783899,16224017,T2
250595,18623183,T2
1458629,1966262,T2
11953289,14338365,T2
7760800,9693857,T2
16088469,16972108,T2
19147297,19147301,T2
948486,8793826,T2
4518934,8612647,T2
8793825,19584878,T2
4224228,17808515,T2
6319887,20544327,T2
13902981,18731109,T2
3286240,4224228,T2
6814855,8625346,T2
4518934,9693856,T2
14974844,18935118,T2
948486,16466520,T2
975289,8931241,T2
12172485,16351775,T2
12614306,13902980,T2
250596,12678588,T2
1856896,18813873,T2
1458629,22246374,T2
411631,1421557,T2
1856896,17732043,T2
16466520,18269744,T2
1458629,4623012,T2
6814855,13902980,T2
2461168,3768629,T2
18623182,19912848,T2
6244937,19584877,T2
8625346,12172485,T2
1458628,4471001,T2
4764618,15972030,T2
15571541,16351776,T2
15571541,16388708,T2
4518934,18731109,T2
9088422,17456566,T2
6442346,14717089,T2
16085714,20306675,T2
10793696,17420328,T2
1974719,23422446,T2
18731110,19142736,T2
10933932,20691303,T2
6527977,20082006,T2
1458628,10287987,T2
6168445,20603864,T2
3324262,6517610,T2
23531897,23531898,T2
6814854,8625347,T2
4623012,14183084,T2
2486619,3631679,T2
2711644,14317426,T2
6168445,19934218,T2
17815062,18773058,T2
831649,22246375,T2
20082006,23058336,T2
2711644,21870537,T2
831649,17456566,T2
6814854,8793826,T2
9693857,18269744,T2
3768629,8625346,T2
6061403,19912847,T2
2461168,19142737,T2
14183084,16224017,T2
16388707,16466520,T2
2711645,18269744,T2
14183083,21870537,T2
4518934,11548510,T2
17456566,18731109,T2
1421557,22246375,T2
6814855,7760800,T2
2711644,10287987,T2
8612647,19584878,T2
411630,11548511,T2
17857284,19685311,T2
2532321,4471001,T2
367771,12172484,T2
8793826,11548510,T2
11548510,15571542,T2
607094,17815062,T2
5490337,19716740,T2
4623012,12614306,T2
2141749,14785308,T2
13783899,22246374,T2
607094,18471152,T2
11548510,16388708,T2
1458628,2461169,T2
10287987,13028546,T2
13783899,18731109,T2
6980854,14581601,T2
4623013,8793825,T2
16540473,21177597,T2
15351863,21827619,T2
13783898,18623183,T2
8793826,13028546,T2
12614306,22993367,T2
948486,21870537,T2
2451218,14009710,T2
8267316,8267317,T2
16466520,21488868,T2
4623012,9088423,T2
91760,105882,T2
12678589,16466519,T2
11205237,22648484,T2
6244936,22246375,T2
9088423,13783898,T2
15102950,18446898,T2
1966263,21488868,T2
250596,948486,T2
16193685,16193686,T2
12678588,22246375,T2
18269745,22993367,T2
17420328,21827619,T2
14317425,16224018,T2
7760800,16388708,T2
10793696,18773058,T2
4623013,19912847,T2
1966262,10287987,T2
10287986,18269745,T2
4471000,12678589,T2
15255558,15255559,T2
411630,13028547,T2
4471000,9693857,T2
2141749,4938100,T2
9792904,19934218,T2
15571541,17456566,T2
6061402,12172485,T2
7237618,20544327,T2
6061402,13783899,T2
11548510,19584878,T2
4623013,6814854,T2
21488868,22993368,T2
7132185,9088423,T2
8704580,11025049,T2
367770,831650,T2
10287987,22993367,T2
250596,11548510,T2
97596,154177,T2
15102902,15102903,T2
11548510,22246375,T2
1896089,21247844,T2
3608108,13395222,T2
1421558,13028546,T2
367771,14183083,T2
831649,21870537,T2
13028547,14183083,T2
2711645,18731109,T2
12172485,14317425,T2
18542300,22434268,T2
6814855,13028546,T2
7760800,12678589,T2
13028546,16466520,T2
2461169,4623012,T2
2141749,21636561,T2
9693856,18269745,T2
1421558,12614305,T2
7132186,18623182,T2
6824301,6824302,T2
8778961,12172485,T2
6244937,8625346,T2
3286240,14785308,T2
7132186,13028546,T2
14183084,18731109,T2
7760801,16224017,T2
16224018,17456565,T2
12172485,21870536,T2
2461169,6061402,T2
1421557,2711645,T2
216273,216275,T2
1896089,16098010,T2
6814854,11548511,T2
342729,491386,T2
4518933,19584878,T2
411631,22246374,T2
6244937,13028546,T2
3768629,15571541,T2
10840007,14787150,T2
14742330,17856104,T2
3286240,13395222,T2
367770,14317426,T2
367771,8778961,T2
11548511,19912847,T2
13783898,16224018,T2
4623013,15571541,T2
250596,1421557,T2
2461169,11548510,T2
2711645,13783898,T2
831650,16466519,T2
948486,22993368,T2
21488868,21488869,T2
7132185,21870537,T2
3422759,14502142,T2
10131427,20082006,T2
948486,2532322,T2
4471000,6814855,T2
8612647,16466520,T2
250596,19912847,T2
2141749,21827619,T2
7132185,22246375,T2
4716110,20082006,T2
9415194,16209101,T2
411631,948486,T2
7132185,16388708,T2
7132186,12614305,T2
411631,9693856,T2
12678589,13902980,T2
411630,17456566,T2
14502142,16540473,T2
2461169,6244936,T2
8612648,8778961,T2
367771,1966262,T2
1760353,1760355,T2
19142736,19142737,T2
6814855,19142736,T2
4518934,6244936,T2
1966262,9088423,T2
411631,7760800,T2
18471152,22262998,T2
411631,13028546,T2
948486,17456566,T2
4471000,8625347,T2
6244936,17456566,T2
3024978,3024992,T2
6244937,19142736,T2
831649,14317426,T2
6527977,14702119,T2
831125,909317,T2
6244936,15571542,T2
4623012,11548511,T2
4518934,12172484,T2
16076390,21636561,T2
6244937,14183083,T2
97595,216276,T2
2141749,15894276,T2
12172484,21870537,T2
1831676,22366636,T2
7346958,17420328,T2
948486,8625347,T2
411630,14183084,T2
6244937,11548510,T2
8612647,21488869,T2
3112316,3112317,T2
6244937,7760800,T2
7132186,11319479,T2
2168608,20306675,T2
4223265,18773058,T2
2825450,23596949,T2
6061402,9088423,T2
6814855,13783898,T2
8625346,16351776,T2
11319480,16466519,T2
14183083,16466520,T2
3768629,13028546,T2
3286240,16076390,T2
4623012,17456566,T2
1037736,1142010,T2
14183084,16466519,T2
4471001,12172484,T2
4224228,18773058,T2
22899260,22899270,T2
8625347,12172484,T2
1458629,6814854,T2
12335352,19375222,T2
831649,14183084,T2
2461169,15571541,T2
8778961,11548511,T2
3324262,18712047,T2
16388708,21870536,T2
17097179,22271237,T2
3608108,17808515,T2
10131427,16098010,T2
3768629,7760800,T2
8667872,18395048,T2
4518933,13902981,T2
14887616,15972030,T2
4471000,21488869,T2
948487,8793825,T2
411631,15571541,T2
12678588,12678589,T2
4764618,9568958,T2
3608108,21827619,T2
10287986,17456566,T2
250595,1966263,T2
10368839,16924659,T2
10249398,10445018,T2
8625346,18623183,T2
8612647,19912848,T2
8769373,15972030,T2
607094,14785308,T2
1458628,18731110,T2
4518934,4623012,T2
411630,11319480,T2
4471001,9693856,T2
367770,6244937,T2
9088423,19912847,T2
1746343,1746347,T2
10287986,13902981,T2
326355,395847,T2
8793825,19912848,T2
8612647,15571542,T2
4223265,4224228,T2
7760801,18269744,T2
19142737,19912847,T2
6756635,16209101,T2
16224018,16351775,T2
2532322,22993367,T2
12606395,22262998,T2
154178,216276,T2
8612647,13902981,T2
366700,1715797,T2
2461169,9693856,T2
7760800,22246375,T2
250596,1458628,T2
2711644,13783899,T2
250595,2461169,T2
3672328,19685311,T2
97592,216276,T2
948486,8778962,T2
18741084,21177597,T2
8612647,14317426,T2
2097595,2458229,T2
7132185,9693857,T2
2711644,2711645,T2
16076390,22262998,T2
14183083,18623183,T2
3768629,19142736,T2
6814855,17456565,T2
6168445,13395222,T2
8385785,13395222,T2
10287987,16351775,T2
6756635,9792904,T2
8625346,8778962,T2
3608108,16076390,T2
6980854,23596949,T2
8778962,16466519,T2
15351863,20603864,T2
1966263,12614305,T2
216272,216276,T2
948487,18269744,T2
16466520,18731109,T2
11319479,19584878,T2
19912848,21488868,T2
6138230,9210368,T2
16388708,22246374,T2
411631,2461168,T2
6244937,18731109,T2
948487,12172484,T2
8625346,14317426,T2
16466519,22246375,T2
11548510,21488869,T2
9568958,10298747,T2
4938100,9792904,T2
9693856,22993368,T2
266990,22271237,T2
948486,12614306,T2
9693857,16224017,T2
10793696,15894276,T2
6527977,21247844,T2
22262998,22810500,T2
8317735,17468722,T2
7564559,7564560,T2
948487,13902980,T2
607094,22262998,T2
250595,9088423,T2
6814854,16224018,T2
47558,205710,T2
4518933,16224018,T2
6244936,12678589,T2
8793825,13028547,T2
1458628,19142737,T2
16209101,22810500,T2
978946,20544327,T2
9693857,16351775,T2
7760800,7760801,T2
8625346,19142737,T2
1421558,21488868,T2
4471001,18269744,T2
2532321,19142737,T2
11319480,19584877,T2
1831677,2168608,T2
3672328,19290859,T2
1458629,4518933,T2
12614306,14183083,T2
1966262,16466520,T2
15034107,18457132,T2
8625347,14183083,T2
12678588,16388708,T2
1421558,2532321,T2
367771,8793825,T2
2461169,8793825,T2
5676,51282,T2
250595,14317426,T2
10350952,19782619,T2
1458628,13783899,T2
7346958,22810500,T2
1421558,19584877,T2
9693856,13783899,T2
4623012,22993368,T2
367770,9088423,T2
948487,14317425,T2
12606395,19934218,T2
8778961,16224018,T2
948487,11319479,T2
6061403,8625346,T2
